"","title","abstract","id","included_ats","included_final"
"182","understanding implantable cardioverter defibrillator shocks and storms: medical and psychosocial considerations for research and clinical care","The experience of shock is the distinguishing feature for patients with implantable cardioverter defibrillators (ICDs) and is associated with diminished psychological functioning and quality of life. Multiple shocks and ICD storm are a relatively common event among patients with ICDs (10-20%) and may present specific challenging medical and psychological management for the attending health care providers. This paper examines the medical and psychological aspects of ICD shocks and storms and describes a model of biopsychosocial management for patients following the experience of ICD storm. Successful management of patients post shock includes the use of antiarrhythmic medications and careful attention to the causality of the shocks via stored electrograms. The psychological management includes specific attention to debriefing post-shock feelings and attributions, preventing avoidance behavior, and facilitating positive ""return to life"" actions. Preliminary research examining formal psychosocial treatment supports a cognitive behavioral strategy to reduce psychological distress and facilitate quality of life. Collectively, these data suggest that interdisciplinary management of patients with multiple ICD shocks or the experience of ICD storm is advised, and routine psychological consultation may be indicated for the patient post ICD storm to reduce the possibility of symptoms of post-traumatic stress.",10439,0,0
"183","understanding implantable cardioverter defibrillator shocks and storms: medical and psychosocial considerations for research and clinical care","The experience of shock is the distinguishing feature for patients with implantable cardioverter defibrillators (ICDs) and is associated with diminished psychological functioning and quality of life. Multiple shocks and ICD storm are a relatively common event among patients with ICDs (10-20%) and may present specific challenging medical and psychological management for the attending health care providers. This paper examines the medical and psychological aspects of ICD shocks and storms and describes a model of biopsychosocial management for patients following the experience of ICD storm. Successful management of patients post shock includes the use of antiarrhythmic medications and careful attention to the causality of the shocks via stored electrograms. The psychological management includes specific attention to debriefing post-shock feelings and attributions, preventing avoidance behavior, and facilitating positive ""return to life"" actions. Preliminary research examining formal psychosocial treatment supports a cognitive behavioral strategy to reduce psychological distress and facilitate quality of life. Collectively, these data suggest that interdisciplinary management of patients with multiple ICD shocks or the experience of ICD storm is advised, and routine psychological consultation may be indicated for the patient post ICD storm to reduce the possibility of symptoms of post-traumatic stress.",6024,0,0
"184","profiles of connectedness: processes of resilience and growth in children with cancer","Objective Identified patterns of connectedness in youth with cancer and demographically similar healthy peers. Method Participants included 153 youth with a history of cancer and 101 youth without a history of serious illness (8-19 years). Children completed measures of connectedness, posttraumatic stress symptoms (PTSS), and benefit-finding. Parents also reported on children's PTSS. Results Latent profile analysis revealed four profiles: high connectedness (45%), low connectedness (6%), connectedness primarily to parents (40%), and connectedness primarily to peers (9%). These profiles did not differ by history of cancer. However, profiles differed on PTSS and benefit-finding. Children highly connected across domains displayed the lowest PTSS and highest benefit-finding, while those with the lowest connectedness had the highest PTSS, with moderate PTSS and benefit-finding for the parent and peer profiles. Conclusion Children with cancer demonstrate patterns of connectedness similar to their healthy peers. Findings support connectedness as a possible mechanism facilitating resilience and growth. © The Author 2015. Published by Oxford University Press on behalf of the Society of Pediatric Psychology. All rights reserved.",12926,1,0
"185","profiles of connectedness: processes of resilience and growth in children with cancer","Objective Identified patterns of connectedness in youth with cancer and demographically similar healthy peers. Method Participants included 153 youth with a history of cancer and 101 youth without a history of serious illness (8-19 years). Children completed measures of connectedness, posttraumatic stress symptoms (PTSS), and benefit-finding. Parents also reported on children's PTSS. Results Latent profile analysis revealed four profiles: high connectedness (45%), low connectedness (6%), connectedness primarily to parents (40%), and connectedness primarily to peers (9%). These profiles did not differ by history of cancer. However, profiles differed on PTSS and benefit-finding. Children highly connected across domains displayed the lowest PTSS and highest benefit-finding, while those with the lowest connectedness had the highest PTSS, with moderate PTSS and benefit-finding for the parent and peer profiles. Conclusion Children with cancer demonstrate patterns of connectedness similar to their healthy peers. Findings support connectedness as a possible mechanism facilitating resilience and growth. © The Author 2015. Published by Oxford University Press on behalf of the Society of Pediatric Psychology. All rights reserved.",12926,1,0
"186","trauma signature analysis of the great east japan disaster: guidance for psychological consequences","OBJECTIVES: On March 11, 2011, Japan experienced the largest earthquake in its history. The undersea earthquake launched a tsunami that inundated much of Japan's eastern coastline and damaged nuclear power plants, precipitating multiple reactor meltdowns. We examined open-source disaster situation reports, news accounts, and disaster-monitoring websites to gather event-specific data to conduct a trauma signature analysis of the event. METHODS: The trauma signature analysis included a review of disaster situation reports; the construction of a hazard profile for the earthquake, tsunami, and radiation threats; enumeration of disaster stressors by disaster phase; identification of salient evidence-based psychological risk factors; summation of the trauma signature based on exposure to hazards, loss, and change; and review of the mental health and psychosocial support responses in relation to the analysis. RESULTS: Exposure to this triple-hazard event resulted in extensive damage, significant loss of life, and massive population displacement. Many citizens were exposed to multiple hazards. The extremity of these exposures was partially mitigated by Japan's timely, expert-coordinated, and unified activation of an evidence-based mental health response. CONCLUSIONS: The eastern Japan disaster was notable for its unique constellation of compounding exposures. Examination of the trauma signature of this event provided insights and guidance regarding optimal mental health and psychosocial responses. Japan orchestrated a model response that reinforced community resilience.",12932,0,0
"187","trauma signature analysis of the great east japan disaster: guidance for psychological consequences","OBJECTIVES: On March 11, 2011, Japan experienced the largest earthquake in its history. The undersea earthquake launched a tsunami that inundated much of Japan's eastern coastline and damaged nuclear power plants, precipitating multiple reactor meltdowns. We examined open-source disaster situation reports, news accounts, and disaster-monitoring websites to gather event-specific data to conduct a trauma signature analysis of the event. METHODS: The trauma signature analysis included a review of disaster situation reports; the construction of a hazard profile for the earthquake, tsunami, and radiation threats; enumeration of disaster stressors by disaster phase; identification of salient evidence-based psychological risk factors; summation of the trauma signature based on exposure to hazards, loss, and change; and review of the mental health and psychosocial support responses in relation to the analysis. RESULTS: Exposure to this triple-hazard event resulted in extensive damage, significant loss of life, and massive population displacement. Many citizens were exposed to multiple hazards. The extremity of these exposures was partially mitigated by Japan's timely, expert-coordinated, and unified activation of an evidence-based mental health response. CONCLUSIONS: The eastern Japan disaster was notable for its unique constellation of compounding exposures. Examination of the trauma signature of this event provided insights and guidance regarding optimal mental health and psychosocial responses. Japan orchestrated a model response that reinforced community resilience.",6199,0,0
"188","epidemiology of major depression in four cities in mexico","Analyses were conducted to estimate lifetime and current prevalence of major depressive disorder (MDD) for four representative cities of Mexico, to identify variables that influence the probability of MDD, and to further describe depression in Mexican culture. A multistage probability sampling design was used to draw a sample of 2,509 adults in four different regions of Mexico. MDD was assessed according to DSM-IV criteria by using the Composite International Diagnostic Interview collected by trained lay interviewers. The prevalence of MDD in these four cities averaged 12.8% for lifetime and 6.1% for the previous 12 months. MDD was highly comorbid with other mental disorders. Women were more likely to have lifetime MDD than were men. Being divorced, separated, or widowed (compared to married or never married) and having experienced childhood trauma were related to higher lifetime prevalence but not to current prevalence. In addition, age and education level were related to current 12-month MDD. Data on the profile of MDD in urban Mexico are provided. This research expands our understanding of MDD across cultures.",1654,0,0
"189","epidemiology of major depression in four cities in mexico","Analyses were conducted to estimate lifetime and current prevalence of major depressive disorder (MDD) for four representative cities of Mexico, to identify variables that influence the probability of MDD, and to further describe depression in Mexican culture. A multistage probability sampling design was used to draw a sample of 2,509 adults in four different regions of Mexico. MDD was assessed according to DSM-IV criteria by using the Composite International Diagnostic Interview collected by trained lay interviewers. The prevalence of MDD in these four cities averaged 12.8% for lifetime and 6.1% for the previous 12 months. MDD was highly comorbid with other mental disorders. Women were more likely to have lifetime MDD than were men. Being divorced, separated, or widowed (compared to married or never married) and having experienced childhood trauma were related to higher lifetime prevalence but not to current prevalence. In addition, age and education level were related to current 12-month MDD. Data on the profile of MDD in urban Mexico are provided. This research expands our understanding of MDD across cultures.",10106,0,0
"190","epidemiology of major depression in four cities in mexico","Analyses were conducted to estimate lifetime and current prevalence of major depressive disorder (MDD) for four representative cities of Mexico, to identify variables that influence the probability of MDD, and to further describe depression in Mexican culture. A multistage probability sampling design was used to draw a sample of 2,509 adults in four different regions of Mexico. MDD was assessed according to DSM-IV criteria by using the Composite International Diagnostic Interview collected by trained lay interviewers. The prevalence of MDD in these four cities averaged 12.8% for lifetime and 6.1% for the previous 12 months. MDD was highly comorbid with other mental disorders. Women were more likely to have lifetime MDD than were men. Being divorced, separated, or widowed (compared to married or never married) and having experienced childhood trauma were related to higher lifetime prevalence but not to current prevalence. In addition, age and education level were related to current 12-month MDD. Data on the profile of MDD in urban Mexico are provided. This research expands our understanding of MDD across cultures.",6396,0,0
"191","sertralilne, paroxetine and venlafaxine in refugee post traumatic stress disorder with depression symptoms","The authors describe the use of three new antidepressants: Sertralilne, Paroxetine and Venlafaxine in treating Posttraumatic Stress Disorder and symptoms of Depression in adult Bosnian refugees victims of ethnic cleansing. 32 Bosnian refugees with PTSD and symptoms of Depression presenting for treatment of the mental health consequences of surviving ethnic cleansing, participated in a case series study. All subjects completed open trials of Sertraline (15), Paroxetine (12) or Venlafaxine (5), with standard clinical doses. Overall, Sertraline and Paroxetine yielded statistically significant improvement at 6 weeks in the total PTSD symptom severity, in each symptom cluster, in Beck Depression Inventory and in Global Assessment of Functioning. Venlafaxine produced statistically significant improvement at 6 weeks in the total PTSD symptom severity, in each symptom cluster and in Global Assessment of Functioning but did not yield significant improvement in symptoms of depression and had a high rate of side effects.",1795,0,0
"192","sertralilne, paroxetine and venlafaxine in refugee post traumatic stress disorder with depression symptoms","The authors describe the use of three new antidepressants: Sertralilne, Paroxetine and Venlafaxine in treating Posttraumatic Stress Disorder and symptoms of Depression in adult Bosnian refugees victims of ethnic cleansing. 32 Bosnian refugees with PTSD and symptoms of Depression presenting for treatment of the mental health consequences of surviving ethnic cleansing, participated in a case series study. All subjects completed open trials of Sertraline (15), Paroxetine (12) or Venlafaxine (5), with standard clinical doses. Overall, Sertraline and Paroxetine yielded statistically significant improvement at 6 weeks in the total PTSD symptom severity, in each symptom cluster, in Beck Depression Inventory and in Global Assessment of Functioning. Venlafaxine produced statistically significant improvement at 6 weeks in the total PTSD symptom severity, in each symptom cluster and in Global Assessment of Functioning but did not yield significant improvement in symptoms of depression and had a high rate of side effects.",10542,0,0
"193",NA,NA,14408,0,0
"194","traumatic stress after childbirth: the role of obstetric variables","In a sample of 1550 recently delivered women, traumatic stress after childbirth was studied in relation to obstetric variables. A post-traumatic stress disorder (PTSD) symptom profile and traumatic stress symptoms were assessed by means of the Traumatic Event Scale (TES). Obstetric data comprised delivery mode, duration of the second stage of labor (the time from cervical dilation of 10 cm to partus) and the use of analgesia/anesthesia. Traumatic stress symptoms and having a PTSD symptom profile were both significantly related to the experience of an emergency cesarean section or an instrumental vaginal delivery. It is of clinical importance, however, that most women with a PTSD symptom profile were found in the normal vaginal delivery group (NVD). This implies that a normal vaginal delivery can be experienced as traumatic, just as an emergency cesarian section is not necessarily traumatic. Traumatic stress symptoms were neither substantially correlated to the duration of the second stage of labor, nor to the use of analgesia/anesthesia.",1781,0,0
"195","traumatic stress after childbirth: the role of obstetric variables","In a sample of 1550 recently delivered women, traumatic stress after childbirth was studied in relation to obstetric variables. A post-traumatic stress disorder (PTSD) symptom profile and traumatic stress symptoms were assessed by means of the Traumatic Event Scale (TES). Obstetric data comprised delivery mode, duration of the second stage of labor (the time from cervical dilation of 10 cm to partus) and the use of analgesia/anesthesia. Traumatic stress symptoms and having a PTSD symptom profile were both significantly related to the experience of an emergency cesarean section or an instrumental vaginal delivery. It is of clinical importance, however, that most women with a PTSD symptom profile were found in the normal vaginal delivery group (NVD). This implies that a normal vaginal delivery can be experienced as traumatic, just as an emergency cesarian section is not necessarily traumatic. Traumatic stress symptoms were neither substantially correlated to the duration of the second stage of labor, nor to the use of analgesia/anesthesia.",10499,0,0
"196",NA,NA,14234,0,0
"197","gender differences in victims of war torture: types of torture and psychological consequences","Background/Aim. Torture for political reasons is an extreme violence in interpersonal relations resulting in not only acute psychiatric disorders but also very often in very severe and far reaching negative consequences for the overall psychosocial functioning of a victim. The aim of this study was to investigate gender differences in types of torture and psychological consequences in subjects who experienced war torture. Methods. A sample (410 men and 76 women) included clients of ""Centre for rehabilitation of torture victims - IAN, Belgrade"" who experienced torture in prisons and concentration camps during civil wars in ex- Yugoslavia 1991-1995 and 1999. Types of Torture Questionnaire with 81 items was used for collecting data about forms of torture. Symptom Checklist 90-Revised (SCL-90- R) was used for assessing type and intensity of psychological symptoms, and Impact of Event Scale (IES) was used to estimate posttraumatic complaints. Results. A gender difference was found for 33 types of torture: 28 more frequent in men, and 5 in women. Factor analysis of torture types revealed three factors explaining 29% of variance: ""common torture"", ""sadistic torture"", and ""sexual torture"". Discriminant analysis revealed significant gender difference concerning the factors. ""Common torture"" and ""sadistic torture"" were more prominent in men, and ""sexual torture"" was more present in women. Higher scores on depression, anxiety, somatization, interpersonal sensitivity and obsessive- compulsive dimensions on SCL-90-R were found in women. General score and scores of subscales (intrusion and avoidance) on IES were significantly higher in women. Conclusion. Women exposed to war torture experienced less torture techniques and shorter inprisonment than men, but had more frequent and severe symptoms of posttraumatic stress disorder and other psychological symptoms. Gender differences in posttraumatic symptomatology can not be explained exclusively by gender differences in types of torture found in this study.",4254,0,0
"198","gender differences in victims of war torture: types of torture and psychological consequences","Background/Aim. Torture for political reasons is an extreme violence in interpersonal relations resulting in not only acute psychiatric disorders but also very often in very severe and far reaching negative consequences for the overall psychosocial functioning of a victim. The aim of this study was to investigate gender differences in types of torture and psychological consequences in subjects who experienced war torture. Methods. A sample (410 men and 76 women) included clients of ""Centre for rehabilitation of torture victims - IAN, Belgrade"" who experienced torture in prisons and concentration camps during civil wars in ex- Yugoslavia 1991-1995 and 1999. Types of Torture Questionnaire with 81 items was used for collecting data about forms of torture. Symptom Checklist 90-Revised (SCL-90- R) was used for assessing type and intensity of psychological symptoms, and Impact of Event Scale (IES) was used to estimate posttraumatic complaints. Results. A gender difference was found for 33 types of torture: 28 more frequent in men, and 5 in women. Factor analysis of torture types revealed three factors explaining 29% of variance: ""common torture"", ""sadistic torture"", and ""sexual torture"". Discriminant analysis revealed significant gender difference concerning the factors. ""Common torture"" and ""sadistic torture"" were more prominent in men, and ""sexual torture"" was more present in women. Higher scores on depression, anxiety, somatization, interpersonal sensitivity and obsessive- compulsive dimensions on SCL-90-R were found in women. General score and scores of subscales (intrusion and avoidance) on IES were significantly higher in women. Conclusion. Women exposed to war torture experienced less torture techniques and shorter inprisonment than men, but had more frequent and severe symptoms of posttraumatic stress disorder and other psychological symptoms. Gender differences in posttraumatic symptomatology can not be explained exclusively by gender differences in types of torture found in this study.",9525,0,0
"199","effects of exogenous glucocorticoid on combat-related ptsd symptoms","BACKGROUND: Very few systematic human studies focus on changing the underlying traumatic memory after posttraumatic stress disorder (PTSD) has been established. Evidence from animal and human studies indicates that cortisol can be used to address traumatic memories. This translational pilot study is based on our previous rodent research in which extinction of fear memories was enhanced by glucocorticoids. The current study aims to assess the effectiveness of glucocorticoids in augmenting memory extinction and reducing clinical symptoms in veterans with combat-related PTSD. METHODS: In a double-blind, placebo-controlled study, veterans with combat-related PTSD were exposed to a memory reactivation task using well established imagery and psychophysiology assessment technique followed by administration of either glucocorticoid or placebo. RESULTS: One week after glucocorticoid or placebo administration, participants who received the study medication showed significant PTSD-related symptom (cluster C) improvement compared with control participants who received placebo only. However, reduction of symptoms degraded at a 1-month postadministration assessment. CONCLUSIONS: These findings are consistent with a glucocorticoid-mediated enhancement of extinction to ameliorate PTSD symptoms. The use of traumatic memory reactivation temporally paired with glucocorticoid administration holds potential for developing a viable therapeutic option.",1455,0,0
"200","effects of exogenous glucocorticoid on combat-related ptsd symptoms","BACKGROUND: Very few systematic human studies focus on changing the underlying traumatic memory after posttraumatic stress disorder (PTSD) has been established. Evidence from animal and human studies indicates that cortisol can be used to address traumatic memories. This translational pilot study is based on our previous rodent research in which extinction of fear memories was enhanced by glucocorticoids. The current study aims to assess the effectiveness of glucocorticoids in augmenting memory extinction and reducing clinical symptoms in veterans with combat-related PTSD. METHODS: In a double-blind, placebo-controlled study, veterans with combat-related PTSD were exposed to a memory reactivation task using well established imagery and psychophysiology assessment technique followed by administration of either glucocorticoid or placebo. RESULTS: One week after glucocorticoid or placebo administration, participants who received the study medication showed significant PTSD-related symptom (cluster C) improvement compared with control participants who received placebo only. However, reduction of symptoms degraded at a 1-month postadministration assessment. CONCLUSIONS: These findings are consistent with a glucocorticoid-mediated enhancement of extinction to ameliorate PTSD symptoms. The use of traumatic memory reactivation temporally paired with glucocorticoid administration holds potential for developing a viable therapeutic option.",9508,0,0
"201",NA,NA,14840,0,0
"202",NA,NA,14264,0,0
"203","ptsd and depression among displaced chinese workers after the world trade center attack: a follow-up study","We conducted a follow-up assessment to assess the development of Posttraumatic Stress Disorder (PTSD) and depression among Chinese immigrants after the World Trade Center attack. Sixty-five Chinese displaced workers who were originally interviewed in May 2002 were re-interviewed in March 2003. Whereas depression scores decreased over time, average PTSD scores remained unchanged. The trajectory of posttraumatic stress symptoms was more complex, with an increasing number of individuals who show no or little emotional health problems and another increasing group of individuals with exacerbated posttraumatic stress symptoms. Although the mean values of the re-experiencing and hypervigilance cluster did not change over time, the mean value of the avoidance/numbing cluster increased significantly from time 1 (M= 4.60, SD = 4.98) to time 2 (M= 6.34, SD = 4.24), (F1.61=5.69,P= .02). A higher proportion of subjects met diagnostic criteria of PTSD at time 2 (27%) than at time 1 (21%). The study highlights the importance of ongoing mental health surveillance of diverse cultural and linguistic groups after a major traumatic event.",6421,1,0
"204","ptsd and depression among displaced chinese workers after the world trade center attack: a follow-up study","We conducted a follow-up assessment to assess the development of Posttraumatic Stress Disorder (PTSD) and depression among Chinese immigrants after the World Trade Center attack. Sixty-five Chinese displaced workers who were originally interviewed in May 2002 were re-interviewed in March 2003. Whereas depression scores decreased over time, average PTSD scores remained unchanged. The trajectory of posttraumatic stress symptoms was more complex, with an increasing number of individuals who show no or little emotional health problems and another increasing group of individuals with exacerbated posttraumatic stress symptoms. Although the mean values of the re-experiencing and hypervigilance cluster did not change over time, the mean value of the avoidance/numbing cluster increased significantly from time 1 (M= 4.60, SD = 4.98) to time 2 (M= 6.34, SD = 4.24), (F1.61=5.69,P= .02). A higher proportion of subjects met diagnostic criteria of PTSD at time 2 (27%) than at time 1 (21%). The study highlights the importance of ongoing mental health surveillance of diverse cultural and linguistic groups after a major traumatic event.",6421,1,0
"205","outcomes and moderators of a preventive school-based mental health intervention for children affected by war in sri lanka: a cluster randomized trial","We aimed to examine outcomes, moderators and mediators of a preventive school-based mental health intervention implemented by paraprofessionals in a war-affected setting in northern Sri Lanka. A cluster randomized trial was employed. Subsequent to screening 1,370 children in randomly selected schools, 399 children were assigned to an intervention (n=199) or waitlist control condition (n=200). The intervention consisted of 15 manualized sessions over 5 weeks of cognitive behavioral techniques and creative expressive elements. Assessments took place before, 1 week after, and 3 months after the intervention. Primary outcomes included post-traumatic stress disorder (PTSD), depressive, and anxiety symptoms. No main effects on primary outcomes were identified. A main effect in favor of intervention for conduct problems was observed. This effect was stronger for younger children. Furthermore, we found intervention benefits for specific subgroups. Stronger effects were found for boys with regard to PTSD and anxiety symptoms, and for younger children on pro-social behavior. Moreover, we found stronger intervention effects on PTSD, anxiety, and function impairment for children experiencing lower levels of current war-related stressors. Girls in the intervention condition showed smaller reductions on PTSD symptoms than waitlisted girls. We conclude that preventive school-based psychosocial interventions in volatile areas characterized by ongoing war-related stressors may effectively improve indicators of psychological wellbeing and posttraumatic stress-related symptoms in some children. However, they may undermine natural recovery for others. Further research is necessary to examine how gender, age and current war-related experiences contribute to differential intervention effects.",5854,0,0
"206","outcomes and moderators of a preventive school-based mental health intervention for children affected by war in sri lanka: a cluster randomized trial","We aimed to examine outcomes, moderators and mediators of a preventive school-based mental health intervention implemented by paraprofessionals in a war-affected setting in northern Sri Lanka. A cluster randomized trial was employed. Subsequent to screening 1,370 children in randomly selected schools, 399 children were assigned to an intervention (n=199) or waitlist control condition (n=200). The intervention consisted of 15 manualized sessions over 5 weeks of cognitive behavioral techniques and creative expressive elements. Assessments took place before, 1 week after, and 3 months after the intervention. Primary outcomes included post-traumatic stress disorder (PTSD), depressive, and anxiety symptoms. No main effects on primary outcomes were identified. A main effect in favor of intervention for conduct problems was observed. This effect was stronger for younger children. Furthermore, we found intervention benefits for specific subgroups. Stronger effects were found for boys with regard to PTSD and anxiety symptoms, and for younger children on pro-social behavior. Moreover, we found stronger intervention effects on PTSD, anxiety, and function impairment for children experiencing lower levels of current war-related stressors. Girls in the intervention condition showed smaller reductions on PTSD symptoms than waitlisted girls. We conclude that preventive school-based psychosocial interventions in volatile areas characterized by ongoing war-related stressors may effectively improve indicators of psychological wellbeing and posttraumatic stress-related symptoms in some children. However, they may undermine natural recovery for others. Further research is necessary to examine how gender, age and current war-related experiences contribute to differential intervention effects.",1307,0,0
"207","outcomes and moderators of a preventive school-based mental health intervention for children affected by war in sri lanka: a cluster randomized trial","We aimed to examine outcomes, moderators and mediators of a preventive school-based mental health intervention implemented by paraprofessionals in a war-affected setting in northern Sri Lanka. A cluster randomized trial was employed. Subsequent to screening 1,370 children in randomly selected schools, 399 children were assigned to an intervention (n=199) or waitlist control condition (n=200). The intervention consisted of 15 manualized sessions over 5 weeks of cognitive behavioral techniques and creative expressive elements. Assessments took place before, 1 week after, and 3 months after the intervention. Primary outcomes included post-traumatic stress disorder (PTSD), depressive, and anxiety symptoms. No main effects on primary outcomes were identified. A main effect in favor of intervention for conduct problems was observed. This effect was stronger for younger children. Furthermore, we found intervention benefits for specific subgroups. Stronger effects were found for boys with regard to PTSD and anxiety symptoms, and for younger children on pro-social behavior. Moreover, we found stronger intervention effects on PTSD, anxiety, and function impairment for children experiencing lower levels of current war-related stressors. Girls in the intervention condition showed smaller reductions on PTSD symptoms than waitlisted girls. We conclude that preventive school-based psychosocial interventions in volatile areas characterized by ongoing war-related stressors may effectively improve indicators of psychological wellbeing and posttraumatic stress-related symptoms in some children. However, they may undermine natural recovery for others. Further research is necessary to examine how gender, age and current war-related experiences contribute to differential intervention effects.",698,0,0
"208","evaluation of some psychodiagnostic procedures used in the diagnosis of posttraumatic stress disorder (ptsd) according to dsm-iv criteria","The purpose of this study was to assess differences between two groups of war veterans (police forces), divided according to DSM-IV criteria for PTSD, who had previously been diagnosed as PTSD, using Mississippi scale, Emotions Profile Index Questionnaire (EPI), and MMPI-201. Their validity and ability to predict the diagnosis of PTSD were also evaluated. The study included 439 policemen. Strictly following DMS-IV diagnostic criteria, 331 subjects met the criteria for PTSD, and 108 subjects did not. Analysis of differences between the two groups revealed statistically significant differences (t-test, p<0.01) for almost all subscales applied except for scales L and Ma from MMPI-201. The proportion of each questionnaire and complete battery applied as predictors of accurate PTSD diagnosis was computed using regression analysis. The results obtained indicated that Mississippi scale participated in explaining the variance of criteria with 14% EPI questionnaire with 16%, and MMPI-201 with 14%. When the entire battery applied was included in the analysis, it determined 23% of the variance of criteria. In conclusion, the study results suggested the psychodiagnostic inventory to be useful in the diagnosis of PTSD according to DSM-IV criteria.",1818,0,0
"209","evaluation of some psychodiagnostic procedures used in the diagnosis of posttraumatic stress disorder (ptsd) according to dsm-iv criteria","The purpose of this study was to assess differences between two groups of war veterans (police forces), divided according to DSM-IV criteria for PTSD, who had previously been diagnosed as PTSD, using Mississippi scale, Emotions Profile Index Questionnaire (EPI), and MMPI-201. Their validity and ability to predict the diagnosis of PTSD were also evaluated. The study included 439 policemen. Strictly following DMS-IV diagnostic criteria, 331 subjects met the criteria for PTSD, and 108 subjects did not. Analysis of differences between the two groups revealed statistically significant differences (t-test, p<0.01) for almost all subscales applied except for scales L and Ma from MMPI-201. The proportion of each questionnaire and complete battery applied as predictors of accurate PTSD diagnosis was computed using regression analysis. The results obtained indicated that Mississippi scale participated in explaining the variance of criteria with 14% EPI questionnaire with 16%, and MMPI-201 with 14%. When the entire battery applied was included in the analysis, it determined 23% of the variance of criteria. In conclusion, the study results suggested the psychodiagnostic inventory to be useful in the diagnosis of PTSD according to DSM-IV criteria.",10602,0,0
"210","associations between lifetime ptsd symptoms and current substance use disorders using a five-factor model of ptsd","This paper aimed to extend the existing knowledge on the association between PTSD symptoms, alcohol use disorders (AUD) and nicotine dependence (ND) by distinguishing between anxious and dysphoric arousal PTSD symptoms and by considering the putative contribution of additional comorbidity. Data stem from a cross-sectional study in a stratified, representative sample of 1483 recently deployed soldiers using standardized diagnostic interviews. All lifetime PTSD symptom clusters (occurrence of any symptom and number of symptoms) were associated with current AUD and ND in crude models except that anxious arousal was not related to AUD. Associations were reduced in magnitude when controlling for comorbidity. Current ND was related to the occurrence of any emotional numbing and to the number of re-experiencing symptoms above the contribution of other symptom clusters and comorbidity. In conclusion, associations between PTSD symptoms, AUD and ND may be partially attributable to additional comorbidity. Findings also yield further evidence for a role of emotional numbing and re-experiencing symptoms in the comorbidity between PTSD and ND and for a distinction between dysphoric and anxious arousal PTSD symptoms.",6105,0,0
"211","associations between lifetime ptsd symptoms and current substance use disorders using a five-factor model of ptsd","This paper aimed to extend the existing knowledge on the association between PTSD symptoms, alcohol use disorders (AUD) and nicotine dependence (ND) by distinguishing between anxious and dysphoric arousal PTSD symptoms and by considering the putative contribution of additional comorbidity. Data stem from a cross-sectional study in a stratified, representative sample of 1483 recently deployed soldiers using standardized diagnostic interviews. All lifetime PTSD symptom clusters (occurrence of any symptom and number of symptoms) were associated with current AUD and ND in crude models except that anxious arousal was not related to AUD. Associations were reduced in magnitude when controlling for comorbidity. Current ND was related to the occurrence of any emotional numbing and to the number of re-experiencing symptoms above the contribution of other symptom clusters and comorbidity. In conclusion, associations between PTSD symptoms, AUD and ND may be partially attributable to additional comorbidity. Findings also yield further evidence for a role of emotional numbing and re-experiencing symptoms in the comorbidity between PTSD and ND and for a distinction between dysphoric and anxious arousal PTSD symptoms.",12985,0,0
"212","fluvoxamine reduces physiologic reactivity to trauma scripts in posttraumatic stress disorder","This study assessed the effect of open-label fluvoxamine treatment for posttraumatic stress disorder (PTSD), depressive symptoms, and physiologic arousal to trauma cues. Baseline psychometric ratings and physiologic assessments of heart rate and blood pressure responses to individualized, taped trauma scripts were determined for 16 patients with PTSD and 16 mentally healthy age- and gender-matched control subjects exposed to at least 1 serious trauma. Patients with PTSD had greater autonomic reactivity than control subjects at baseline, with physiologic measures correlating with the severity of the PTSD for the combined groups. Discriminant analyses indicated that systolic blood pressure best classified patients with PTSD (75% sensitivity) and control subjects (100% specificity), with a stepwise discriminant analysis showing that combined physiologic variables correctly classified 75% of patients with PTSD and 100% of control subjects. After 10 weeks of fluvoxamine treatment (100-300 mg/day), patients' PTSD, depression, and physiologic reactivity improved significantly. Medicated patients with PTSD could not be distinguished statistically from untreated control subjects in any physiologic measure. This dampening of autonomic reactivity after drug treatment corroborates subjective measures of improvement, validating the reported efficacy of fluvoxamine in this open trial.",1826,0,0
"213","fluvoxamine reduces physiologic reactivity to trauma scripts in posttraumatic stress disorder","This study assessed the effect of open-label fluvoxamine treatment for posttraumatic stress disorder (PTSD), depressive symptoms, and physiologic arousal to trauma cues. Baseline psychometric ratings and physiologic assessments of heart rate and blood pressure responses to individualized, taped trauma scripts were determined for 16 patients with PTSD and 16 mentally healthy age- and gender-matched control subjects exposed to at least 1 serious trauma. Patients with PTSD had greater autonomic reactivity than control subjects at baseline, with physiologic measures correlating with the severity of the PTSD for the combined groups. Discriminant analyses indicated that systolic blood pressure best classified patients with PTSD (75% sensitivity) and control subjects (100% specificity), with a stepwise discriminant analysis showing that combined physiologic variables correctly classified 75% of patients with PTSD and 100% of control subjects. After 10 weeks of fluvoxamine treatment (100-300 mg/day), patients' PTSD, depression, and physiologic reactivity improved significantly. Medicated patients with PTSD could not be distinguished statistically from untreated control subjects in any physiologic measure. This dampening of autonomic reactivity after drug treatment corroborates subjective measures of improvement, validating the reported efficacy of fluvoxamine in this open trial.",6532,0,0
